key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trail_nums,img1,img2,participant,session,date,expName,psychopyVersion,OS,frameRate
space,1.214,space,0.4272,space,0.5039,p,2.0783,0,0,0,0,1,0,images/pixabay_cat_000858.jpg,images/pixabay_cat_001134.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,0.8309,0,1,1,1,1,1,images/pixabay_cat_000859.jpg,images/pixabay_cat_001135.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,2.0904,0,2,2,2,1,2,images/pixabay_cat_000860.jpg,images/pixabay_cat_001136.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.9163,0,3,3,3,1,3,images/pixabay_cat_000862.jpg,images/pixabay_cat_001137.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,1.1253,0,4,4,4,1,4,images/pixabay_cat_000863.jpg,images/pixabay_cat_001138.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,0.9716,0,5,5,5,1,5,images/pixabay_cat_000864.jpg,images/pixabay_cat_001139.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,1.1788,0,6,6,6,1,6,images/pixabay_cat_000865.jpg,images/pixabay_cat_001140.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.4305,0,7,7,7,1,7,images/pixabay_cat_000866.jpg,images/pixabay_cat_001141.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,0.8421,0,8,8,8,1,8,images/pixabay_cat_000868.jpg,images/pixabay_cat_001142.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,0.9163,0,9,9,9,1,9,images/pixabay_cat_000869.jpg,images/pixabay_cat_001145.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.026,0,10,10,10,1,10,images/pixabay_cat_000870.jpg,images/pixabay_cat_001146.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.6798,0,11,11,11,1,11,images/pixabay_cat_000871.jpg,images/pixabay_cat_001147.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,1.1787,0,12,12,12,1,12,images/pixabay_cat_000872.jpg,images/pixabay_cat_001148.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,4.1374,0,13,13,13,1,13,images/pixabay_cat_000873.jpg,images/pixabay_cat_001149.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,0.8865,0,14,14,14,1,14,images/pixabay_cat_000874.jpg,images/pixabay_cat_001150.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.1854,0,15,15,15,1,15,images/pixabay_cat_000875.jpg,images/pixabay_cat_001151.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,2.8462,0,16,16,16,1,16,images/pixabay_cat_000877.jpg,images/pixabay_cat_001152.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,1.2569,0,17,17,17,1,17,images/pixabay_cat_000878.jpg,images/pixabay_cat_001153.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.8411,0,18,18,18,1,18,images/pixabay_cat_000879.jpg,images/pixabay_cat_001154.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,0.9012,0,19,19,19,1,19,images/pixabay_cat_000880.jpg,images/pixabay_cat_001155.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,0.8728,0,20,20,20,1,20,images/pixabay_cat_000881.jpg,images/pixabay_cat_001156.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,0.9658,0,21,21,21,1,21,images/pixabay_cat_000882.jpg,images/pixabay_cat_001157.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.2681,0,22,22,22,1,22,images/pixabay_cat_000883.jpg,images/pixabay_cat_001158.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,1.0965,0,23,23,23,1,23,images/pixabay_cat_000884.jpg,images/pixabay_cat_001159.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.6092,0,24,24,24,1,24,images/pixabay_cat_000885.jpg,images/pixabay_cat_001160.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,6.126,0,25,25,25,1,25,images/pixabay_cat_000886.jpg,images/pixabay_cat_001161.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.0738,0,26,26,26,1,26,images/pixabay_cat_000887.jpg,images/pixabay_cat_001162.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.8812,0,27,27,27,1,27,images/pixabay_cat_000888.jpg,images/pixabay_cat_001163.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,3.6324,0,28,28,28,1,28,images/pixabay_cat_000891.jpg,images/pixabay_cat_001164.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,0.8037,0,29,29,29,1,29,images/pixabay_cat_000892.jpg,images/pixabay_cat_001165.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,1.3829,0,30,30,30,1,30,images/pixabay_cat_000894.jpg,images/pixabay_cat_001166.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.276,0,31,31,31,1,31,images/pixabay_cat_000895.jpg,images/pixabay_cat_001167.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.3116,0,32,32,32,1,32,images/pixabay_cat_000896.jpg,images/pixabay_cat_001168.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,0.8914,0,33,33,33,1,33,images/pixabay_cat_000897.jpg,images/pixabay_cat_001169.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,0.9978,0,34,34,34,1,34,images/pixabay_cat_000898.jpg,images/pixabay_cat_001170.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,2.3113,0,35,35,35,1,35,images/pixabay_cat_000899.jpg,images/pixabay_cat_001171.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.9017,0,36,36,36,1,36,images/pixabay_cat_000900.jpg,images/pixabay_cat_001172.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.9084,0,37,37,37,1,37,images/pixabay_cat_000902.jpg,images/pixabay_cat_001173.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,0.7197,0,38,38,38,1,38,images/pixabay_cat_000903.jpg,images/pixabay_cat_001174.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.1666,0,39,39,39,1,39,images/pixabay_cat_000904.jpg,images/pixabay_cat_001175.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,1.625,0,40,40,40,1,40,images/pixabay_cat_000905.jpg,images/pixabay_cat_001176.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.6926,0,41,41,41,1,41,images/pixabay_cat_000906.jpg,images/pixabay_cat_001177.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,0.8935,0,42,42,42,1,42,images/pixabay_cat_000907.jpg,images/pixabay_cat_001178.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,q,1.9605,0,43,43,43,1,43,images/pixabay_cat_000908.jpg,images/pixabay_cat_001180.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
,,,,,,p,1.0199,0,44,44,44,1,44,images/pixabay_cat_000909.jpg,images/pixabay_cat_001181.jpg,Eddy2,001,2021-08-23_12h02.17.462,Cat face experiment_750-999,2021.1.4,Win32,141.9849496
